text,label
"says PERHAPS; WE'LL SEE. Yes, I'm being mysterious, but not on purpose.",positive
@StaceyVPofWC   oh wait...nevermind...I just realized which ones are missing! lol  It really is too bad that he has to censor himself.,negative
hey james and i still got dat new new o and kid cuddi if u c this please say hi 2 me in ur status,positive
@HayleySmith16 we could go to cleethorpes and stay in a tent ? but our own lmao,positive
dreamt about making caprese salad &amp; using egg cutter to slice mozzarella. i hv issues,negative
@megaaanftw nathan n ellis will be back at 12. You see this is why i will hate uni being alone !,negative
@staceypw got ur tweet 9 hrs too late,negative
http://twitpic.com/6e0sa - Sydney harbour bridge Miss sydney  lol,negative
i miss leeds,negative
@alyde04 Wish I had a beach to lay out on  Maybe i should take a trip to FLA so I can do so..... Humm.. What you think?,negative
At home watching a movie. My head hurts.,negative
@petewentz petewentz 3 days for your birthday,positive
"Mama's still got it, baby. Hitting on the cute guy at work by defying his expectations FTW!",positive
"@heidynoriega that's right girl  (Asï¿½ es chica , toda la noche) xD",positive
@AmandaJMichalka Hey,positive
"I need to get some sleep but after the last few hours at the computer, I don't think my back will let me",negative
Tried to eat a peach but I can't b/c my braces,negative
My laptop is dead! Long live my laptop! (hoping Apple can do some transplants and revive it).,negative
afternoon drinks w/ @jtreib followed by night drinks w/ @SiobhanMcKay23 &amp; @cwaddick83 makes for a VERY happy me,positive
never did my math hw or studied for anything else. oops. now i have to put all my songs on my ipod cause they got deleted  then bed,negative
@HannahMcArdle Thankx....LOL....I have no idea  I can't believe you're home already did chu fly out with @isaaclikes ?,positive
"oooh, the rain is REALLY coming down now in S60. Wow. That's some rain. Not going out in that.",negative
@christoferdrew are you serious  i'm lefthanded... please tell me your kidding!,negative
hates this being trapped in the flat business.  Want to get out and have fun... but cough is getting in the way. Boo.,negative
Both my daughters are sick today. Bummed that we may not make it to @joesfarmgrill as originally planned,negative
#followfriday @wishwithme because she makes me,positive
I just got an email in which someone referred to himself as a &quot;fan.&quot;  I MIGHT have freaked out a little bit.  In a good way.  Wow.,positive
"Oh red wings, I love you. Thanks for not screwing this up.",positive
@SashaWolff Wish someone would've told today's mtg organizers that it was National Recess at Work Day.,negative
so i spent the rest of the day writing essays  bleaugh.,negative
http://twitpic.com/67ykt - We are losing so far.....,negative
@amandabcdefgh lets go to...aspen!,positive
Bargain-surfing in the wee hours of the morning. I have something in mind.,positive
just wakin up from a lil nap...see the lakerz lost today,positive
"@Wookiesgirl I was thinking, &quot;I never see her tweet.&quot; Well, duh - if I don't follow you, I can't! Now I can.",positive
"And so ends the week+ of the seventh birthday extravaganza. I'm exhausted and broke, but my girl is happy.  And now I will sleep.",positive
@DiaBabiieSODMG at tha library !  that nerdy me. lol,positive
"writing the popopopiest shiat with @sierrashardae, oh and people are over &amp; my allergies are taking over me",negative
@puppaz oh dear... so I couldn't cheer you up? sorry  *snuggles up*,negative
18 away from 900 YouTube.com/MiChA3LdAc7 please retweet,positive
@stephserai thanks babes! i love you  miss you! see you soon!,positive
Getting ready to go see 17 again with my girls!,positive
It feels great outside! Especially with the windows down!,positive
At Carolinas Headache Clinic for follow up appt to report MUCH improved!,positive
BAD NEWS!!! MY supervisor now taking half day tomorrow.,negative
"All quiet here. DH napping, @Scruffs2 napping, me on the laptop. Aaah, the sound of little birdies is bliss",positive
@Ann_Emily Yeah that's true actually. So what can we do at the your house? Nothing,negative
Working in box till 3ish  but i found a radio i just might make it,negative
I am just learning oodles of information on cars and their features.,positive
Demands the world has unlimited supply of bacon.,positive
Sometimes I wonder me &amp; my daughter is mother-in-law &amp; daughter-in-law. We fight as if we are the worst MIL &amp; DIL.,positive
readyy to head to work  'fun',positive
"@tommcfly Please Tom, can you wish happy b-day to my best friend @NiickG? She's a huge fan and it would be an awesome present!!",positive
@silentinfinite hey abi nice to see you online,positive
@auntieflo did you send me a DM or has someone hacked into your twitter?! hope one's toeage is better,positive
@x_thelastsong_x thankyou  i'll have to wait til next week to return the favour though... xxx,positive
@AlLindstrom that Who's Real song is FIRE!  One of my favs out right now!,positive
@charltonbrooker so who were the three names Peter Oborne mentioned?,positive
@dolceaudrey See ya later! Have to pick out what to wear pa! haha.,positive
uuuggghhh no more grey goose for me !,negative
Ahg! I'm so dumb!! I forgot to talk to my art teacher  she wont be here the rest of the week.,negative
@tommcfly hmmm... i like that!  lyric??,positive
@shopmollyd It will take me all night to catch up. Don't feel bad,positive
Why do I have to have dark hair?,negative
@YungCollione thank you! his mommy loves him very much,positive
"What a beatiful day here today, looking forward to getting out and spending time with Davidoff",positive
just posted a sneaky peeky of a beautiful belly!   so fun.  Can't wait to actually sit down to edit! http://michellesidles.blogspot.com,positive
did i mention im scared of spiders,negative
Off to mother's day brunch,positive
Downloading a rock and a sappy OST album.,positive
In a cab heading back home... Sun is rising.,positive
"@AmandaNicole Hey, you're lucky. My husband doesn't drink coffee so I can't make him go get it for me.",negative
has anyone ever seen total wipeout usa? oh my feck! its absolutly hillarious!!!!,positive
Is on the beach in GA. MJ,positive
@lavenda_lenny Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip,positive
@Jordan_doll Aww you look so &quot;tweet&quot; with your teddy! Sweet dreams,positive
@brookeschwab Sorry u had a bad experience w/the pastor.,negative
last minute italy shopping today,positive
@Kimberszoo awwww poor girls   Hope they feel better soon!,negative
http://twitpic.com/7hvrn - Miserable weather from the office this morning.,negative
@dannykurily http://twitpic.com/4fn3y - I wish I was there.  Mom wouldn't buy me tickets.,negative
Mathew and Sadye are in school  Wow we sure do love it!!,positive
Worst migraine ever,negative
@takkuso You're too kind.  I gave it a college try with Esme's first morning round-up in days.,positive
@HousingBubble Just what we need right now.,negative
"iiii ddooonntt feeel well, and i have tons of hw for tomorrow",negative
Yeah but I may call out bc I'm feeling like crap I'm going to the dr had like a asthma attack  I'm a mess no one answers my texts,negative
Uk weather back to normal i see  im wearing sleeves!,negative
wants to increased my karma ~  http://plurk.com/p/suiva,positive
#haveyouever stared off/daydreamed then realized someone was staring back checking you out...oops sent the wrong signal,negative
high school grad tonight. hope its not raining.,positive
you know it's going to be a great day when the first thing you do is spill a huge cup of hot coffee all over your lap and your computer,negative
@Misses_Gola went to see a mariage thing with jessica biel and ben barnes  i loved it,positive
Achu achu and teardrops! I hate this allergyyy,negative
is Mompreneur. It's Sunday! Family days and going to spend time with my darling and gal gal~~  enjoy your Sunday too~,positive
finishing off home work  5th year  hate it,negative
"Carrie Prejean's mom is a lesbian. Haha that's awesome! Oh wait, she's a hater. Poor mom",negative
Won't be swimming... Can't do anything else... GOD I will never eat Vitners hot chips again!!,negative
If a fan of or curious about improvised comedy come see me do it with The Dublin Comedy Improv tonite @ 9 in The International Bar,positive
@Krees10 im sowee...  luv you pumpkin..,negative
@cpil sounds erotic too.... want to sleep with that person,positive
"Just try my cloths and some shits , and I'm on the way to ivana's birthday sweet seventeen party and after part , what a FUN",positive
I need a serious hug right now.          -Jess,negative
feeling like the little old lady who lives in a shoe she has too many children she doesn't know what to do....LOL!!!!!!,positive
"@Sandoer Awwww, shucks! Super thanks for the followfriday love!",positive
"watching the 1st ever episode of Seinfelf,never got this show but am willing to start over",positive
"morniin`... just woke up. i'm gonna read my mail, eat and then go to school. it's cold outside... too bad.",negative
@mahitha_reddy oh wow!!i watched it two days back..nice movie,positive
Is bummed I can't twitpic ANY Vegas pix from lastnight  sorry Chippendale guys maybe next time I'll get u up on my twitter!!,negative
"went for MUSOS BV audition just now, was ask to go back for choir ministry audition on tue.  - http://tweet.sg",positive
@TheCeleste One learns from the other... Its not you... It's kid influence. Good luck,positive
"i know i said this earlier but he only need 4 more, IF YALL AINT FOLLOWIN @tinchystryder  DO IT NOW  please? hehe",positive
Just got back from the Promenade. Great day,positive
Ok just got back from Tesco...now attempting to play guitar whilst eating a curry omomomom,positive
i want to go to that thing in Dorans tomorrow. and metro station. and the hsr ep release. and snakes hate fire. etc.,negative
"@justanactor If you are the real Tom, how come you don't use your name on here hun?",positive
@lennel I will when I find the time! Im still in the office at a freakin meeting!!,negative
@Flumpington a vole?  Was it alive or dead??,negative
Just tried to remove my shoes when i wasn't wearing any which resulted in an epic fail fall  night night,negative
I'm saddened by the lost of AF Flight 447. I wonder how it feels like to be the pilot of a nose-diving jetliner.  http://twitpic.com/6gjik,negative
